row,name,knob,stem,region,SAM,SID,ERGAS,PSNR,SSIM,DE,S_SAM,S_SID,S_ERGAS,S_PSNR,S_DE,S_SPEC,S_SPAT,SSC
M2,dropped bands,every 4,train/Category-4_a_0014,object,1.0934,0.000698432,1.70169,50.3427,0.999174,0.652487,0.803578,0.965681,0.567095,1,0.804531,0.760628,0.999587,0.844024
M2,dropped bands,every 4,train/Category-4_a_0014,table,6.88273,0.0217699,8.60733,48.5683,0.991602,0.983437,0.252449,0.336723,0.0567494,0.952278,0.720498,0.168967,0.97194,0.387454
M2,dropped bands,every 4,train/Category-4_a_0014,background,4.72829,0.00688672,6.56298,43.4615,0.997035,2.7077,0.388424,0.708691,0.112179,0.78205,0.405527,0.313731,0.889542,0.469559
M2,dropped bands,every 2,train/Category-4_a_0014,full,8.16294,0.0209159,6.60718,39.9455,0.994388,4.20013,0.195423,0.351413,0.110538,0.66485,0.246587,0.196533,0.829619,0.336605
M2,dropped bands,every 2,train/Category-4_a_0014,object,2.00488,0.00230465,2.92978,45.5876,0.998541,1.37132,0.669666,0.891159,0.376592,0.852921,0.633113,0.607988,0.925731,0.708662
M2,dropped bands,every 2,train/Category-4_a_0014,table,10.8499,0.0455909,12.5516,45.6765,0.984484,1.36566,0.114181,0.102331,0.0152393,0.855884,0.634309,0.0562584,0.920184,0.215177
M2,dropped bands,every 2,train/Category-4_a_0014,background,9.66106,0.0236324,11.1992,38.8335,0.994264,5.33347,0.144827,0.306782,0.0239197,0.627785,0.169006,0.10205,0.811024,0.22738
M3,low-rank,k=30,train/Category-4_a_0014,full,1.55972,0.003227,1.42354,76.2133,0.999991,0.0271566,0.732023,0.850994,0.622188,1,0.990989,0.729107,0.999996,0.852717
M3,low-rank,k=30,train/Category-4_a_0014,object,0.467784,0.000139445,0.712677,71.6413,0.999992,0.0199077,0.910686,0.993052,0.78855,1,0.993386,0.893422,0.999996,0.944268
M3,low-rank,k=30,train/Category-4_a_0014,table,5.21302,0.021536,8.37106,73.0601,0.999968,0.0611341,0.352535,0.340684,0.0613995,1,0.979828,0.194643,0.999984,0.439835
M3,low-rank,k=30,train/Category-4_a_0014,background,1.47779,0.00212237,2.60727,80.8935,0.999994,0.0255487,0.744116,0.899318,0.419333,1,0.99152,0.654693,0.999997,0.808097
M3,low-rank,k=12,train/Category-4_a_0014,full,4.25497,0.0268252,5.9996,48.8401,0.996971,0.68568,0.42699,0.261515,0.135353,0.961336,0.795679,0.247245,0.979154,0.476949
M3,low-rank,k=12,train/Category-4_a_0014,object,1.97399,0.00315181,3.73879,44.6707,0.997724,0.781872,0.673816,0.8542,0.287577,0.822357,0.770571,0.549058,0.91004,0.689449
M3,low-rank,k=12,train/Category-4_a_0014,table,13.9006,0.178335,18.6593,44.6161,0.990888,1.64688,0.0620311,0.000134125,0.0019897,0.820538,0.57755,0.0025486,0.905713,0.0449093
M3,low-rank,k=12,train/Category-4_a_0014,background,3.86347,0.0171382,6.42586,53.3871,0.997417,0.552523,0.461768,0.424471,0.117425,1,0.831791,0.284454,0.998709,0.518575
M3,low-rank,k=8,train/Category-4_a_0014,full,5.85818,0.0716856,8.88889,35.032,0.968435,2.28204,0.30986,0.0277567,0.0516656,0.501066,0.467349,0.0763094,0.734751,0.22125
M3,low-rank,k=8,train/Category-4_a_0014,object,2.78948,0.00783178,5.66135,29.9975,0.962163,3.02965,0.572412,0.675982,0.151508,0.333251,0.364262,0.388472,0.647707,0.460124
M3,low-rank,k=8,train/Category-4_a_0014,table,21.0478,0.509299,26.741,30.2607,0.830487,9.65846,0.014853,1e-06,0.000134539,0.342022,0.0399756,0.000125957,0.586255,0.00574394
M3,low-rank,k=8,train/Category-4_a_0014,background,5.08936,0.0423895,7.88241,43.4308,0.985353,1.25743,0.361363,0.120094,0.0722612,0.781026,0.65761,0.146372,0.88319,0.343988
M3,low-rank,k=4,train/Category-4_a_0014,full,10.2905,0.297512,18.9403,31.8993,0.954214,2.70846,0.127695,1e-06,0.00181178,0.396644,0.405424,0.000613894,0.675429,0.0188619
M3,low-rank,k=4,train/Category-4_a_0014,object,5.54075,0.0250723,13.5885,26.3564,0.939147,3.81723,0.330169,0.285471,0.0107859,0.211879,0.280156,0.100551,0.575513,0.215934
M3,low-rank,k=4,train/Category-4_a_0014,table,38.5704,2.54186,62.742,29.8451,0.878994,6.16434,0.000446495,1e-06,1e-06,0.328171,0.128121,7.64315e-06,0.603583,0.0017023
M3,low-rank,k=4,train/Category-4_a_0014,background,8.57877,0.131246,12.0383,39.298,0.966828,2.00769,0.179828,0.00141261,0.0180832,0.643267,0.512102,0.0166233,0.805048,0.108094
M3,low-rank,k=2,train/Category-4_a_0014,full,11.9379,0.387781,34.0461,24.0934,0.945799,5.85431,0.0918516,1e-06,1.17849e-05,0.136448,0.14207,0.000102676,0.541123,0.00609908
M3,low-rank,k=2,train/Category-4_a_0014,object,10.0422,0.114445,23.876,17.521,0.87768,14.7075,0.134197,0.00327229,0.000349618,0,0.00742797,0.00535464,0.43884,0.0262907
M3,low-rank,k=2,train/Category-4_a_0014,table,39.6626,3.27017,66.6731,30.0744,0.882663,5.4512,0.000358882,1e-06,1e-06,0.335814,0.162501,7.10642e-06,0.609239,0.00170659
M3,low-rank,k=2,train/Category-4_a_0014,background,9.45628,0.151969,13.3012,37.0134,0.972529,3.32199,0.150882,0.00050124,0.0118699,0.567113,0.33044,0.00964666,0.769821,0.0759082
M4,added noise,sigma 0.001,train/Category-4_a_0014,full,1.24306,0.00643618,0.807617,57.2483,0.998374,0.297941,0.779882,0.724836,0.763986,1,0.905459,0.755878,0.999187,0.856313
M4,added noise,sigma 0.001,train/Category-4_a_0014,object,0.22047,4.44621e-05,0.255868,62.3092,0.999628,0.103768,0.956864,0.997779,0.918246,1,0.966002,0.957079,0.999814,0.973178
M4,added noise,sigma 0.001,train/Category-4_a_0014,table,4.56545,0.0427892,6.8566,50.1543,0.992263,0.760841,0.401282,0.117718,0.10172,1,0.775992,0.168746,0.996132,0.394917
M4,added noise,sigma 0.001,train/Category-4_a_0014,background,1.17716,0.00431896,1.90776,58.5015,0.998678,0.303803,0.790229,0.805777,0.529449,1,0.903691,0.695981,0.999339,0.821488
M4,added noise,sigma 0.003,train/Category-4_a_0014,full,3.61777,0.067795,2.41581,47.9735,0.986928,0.883182,0.485026,0.0337171,0.446967,0.93245,0.744983,0.194072,0.959689,0.415479
M4,added noise,sigma 0.003,train/Category-4_a_0014,object,0.661232,0.000402191,0.76759,52.7075,0.9967,0.311732,0.876125,0.980091,0.774248,1,0.901306,0.872779,0.99835,0.919246
M4,added noise,sigma 0.003,train/Category-4_a_0014,table,12.8127,0.516446,20.0809,40.9753,0.941373,2.20272,0.0771081,1e-06,0.00123875,0.699178,0.479871,0.000457118,0.820276,0.0178677
M4,added noise,sigma 0.003,train/Category-4_a_0014,background,3.47216,0.0383213,5.71342,49.1971,0.989068,0.905115,0.499358,0.147185,0.148901,0.973235,0.739556,0.22202,0.981151,0.447351
M4,added noise,sigma 0.01,train/Category-4_a_0014,full,10.6597,0.416467,7.9687,38.2858,0.902642,2.76196,0.118606,1e-06,0.0702121,0.609528,0.398258,0.00202693,0.756085,0.0355586
M4,added noise,sigma 0.01,train/Category-4_a_0014,object,2.19747,0.00544131,2.55769,42.1807,0.970176,1.02926,0.644363,0.761804,0.42632,0.739358,0.709576,0.593704,0.854767,0.692758
M4,added noise,sigma 0.01,train/Category-4_a_0014,table,30.374,3.57785,59.0394,32.0492,0.709712,5.95677,0.0023001,1e-06,1e-06,0.401641,0.137299,1.32003e-05,0.555677,0.00219598
M4,added noise,sigma 0.01,train/Category-4_a_0014,background,10.9655,0.190202,18.974,39.1383,0.904096,2.91667,0.11157,7.41008e-05,0.00179155,0.637943,0.378241,0.00245584,0.771019,0.0391056
M4,added noise,sigma 0.03,train/Category-4_a_0014,full,24.7065,1.80639,22.872,29.7736,0.607625,6.80506,0.00714524,1e-06,0.000488586,0.325786,0.103482,0.0001517,0.466706,0.00671256
M4,added noise,sigma 0.03,train/Category-4_a_0014,object,6.35146,0.114933,7.62057,33.3703,0.862379,2.91787,0.280749,0.00319347,0.0788513,0.445676,0.378089,0.0413489,0.654027,0.151471
M4,added noise,sigma 0.03,train/Category-4_a_0014,table,47.0177,7.67365,156.604,24.5474,0.402783,11.1495,8.24312e-05,1e-06,1e-06,0.151581,0.0243193,4.35208e-06,0.277182,0.000762446
M4,added noise,sigma 0.03,train/Category-4_a_0014,background,27.6071,1.65671,53.9519,30.1888,0.555899,7.46098,0.00400013,1e-06,1e-06,0.339627,0.0831595,1.58742e-05,0.447763,0.00207109
M4,added noise,sigma 0.05,train/Category-4_a_0014,full,32.3794,3.62911,35.7459,26.1655,0.437341,9.41814,0.00154014,1e-06,6.68722e-06,0.205517,0.0433097,2.17571e-05,0.321429,0.0019578
M4,added noise,sigma 0.05,train/Category-4_a_0014,object,9.92967,0.354006,12.5434,29.7075,0.762903,4.54315,0.137252,1e-06,0.0152814,0.323582,0.219944,0.00128005,0.543243,0.0230255
M4,added noise,sigma 0.05,train/Category-4_a_0014,table,52.6319,9.20297,253.466,21.1359,0.280317,14.0471,2.68194e-05,1e-06,1e-06,0.0378635,0.009257,2.9933e-06,0.15909,0.000450423
M4,added noise,sigma 0.05,train/Category-4_a_0014,background,36.6969,3.97239,82.3155,26.5119,0.359777,10.3304,0.000649458,1e-06,1e-06,0.217063,0.0319538,8.65998e-06,0.28842,0.00113618
M5,smoothing,sigma 0.5px,train/Category-4_a_0014,full,1.87304,0.00238647,1.83208,54.4102,0.998081,0.325927,0.687559,0.887521,0.542974,1,0.897051,0.691973,0.99904,0.818128
M5,smoothing,sigma 0.5px,train/Category-4_a_0014,object,0.483676,0.000174878,1.03247,51.1518,0.998917,0.223018,0.907796,0.991294,0.708817,1,0.928357,0.860812,0.999458,0.917337
M5,smoothing,sigma 0.5px,train/Category-4_a_0014,table,5.45294,0.0140674,6.24821,51.0364,0.994723,0.634968,0.336019,0.494914,0.124589,1,0.809243,0.274657,0.997362,0.507231
M5,smoothing,sigma 0.5px,train/Category-4_a_0014,background,1.88569,0.00175209,2.58887,57.0362,0.998205,0.322064,0.685821,0.916123,0.421913,1,0.898207,0.642386,0.999102,0.788439
M5,smoothing,sigma 1px,train/Category-4_a_0014,full,4.65426,0.0120525,5.58905,44.1399,0.985932,0.874704,0.394217,0.547372,0.155204,0.804662,0.747091,0.322335,0.895297,0.522815
M5,smoothing,sigma 1px,train/Category-4_a_0014,object,1.26528,0.00114985,3.33562,39.5557,0.98849,0.752997,0.776425,0.944129,0.328942,0.651855,0.778023,0.62242,0.820173,0.708855
M5,smoothing,sigma 1px,train/Category-4_a_0014,table,13.5341,0.0679357,19.5274,41.7069,0.962146,1.66559,0.0667485,0.0334807,0.00148978,0.723564,0.57396,0.0149321,0.842855,0.105902
M5,smoothing,sigma 1px,train/Category-4_a_0014,background,4.66898,0.0091113,6.78429,48.4275,0.98779,0.823593,0.393059,0.63409,0.104201,0.947583,0.759928,0.296138,0.967686,0.516262
M5,smoothing,sigma 2px,train/Category-4_a_0014,full,5.94371,0.018742,12.4571,36.5901,0.967946,1.33007,0.304604,0.391763,0.0157272,0.553004,0.641879,0.12335,0.760475,0.298584
M5,smoothing,sigma 2px,train/Category-4_a_0014,object,1.99275,0.00330164,7.94262,30.9415,0.946706,1.80854,0.671293,0.847824,0.0708252,0.364715,0.547251,0.342875,0.65571,0.461471
M5,smoothing,sigma 2px,train/Category-4_a_0014,table,17.2152,0.104152,51.0471,34.831,0.920616,2.43064,0.0319672,0.00547475,1e-06,0.494368,0.444764,0.000559358,0.707492,0.0185552
M5,smoothing,sigma 2px,train/Category-4_a_0014,background,5.86031,0.0138908,10.8487,44.3408,0.979305,1.07041,0.309728,0.499305,0.0268838,0.811361,0.69991,0.160797,0.895333,0.365671
M5,smoothing,sigma 4px,train/Category-4_a_0014,full,6.83838,0.0245638,24.9699,30.1096,0.93557,1.98409,0.254698,0.292822,0.000242796,0.336986,0.516148,0.0262598,0.636278,0.125267
M5,smoothing,sigma 4px,train/Category-4_a_0014,object,3.21608,0.0104422,16.1193,24.3976,0.840654,3.91804,0.525599,0.593266,0.00463975,0.146585,0.270898,0.113101,0.49362,0.215944
M5,smoothing,sigma 4px,train/Category-4_a_0014,table,19.7083,0.131107,133.397,27.2996,0.854752,3.60233,0.0194161,0.00142252,1e-06,0.24332,0.300961,0.000302278,0.549036,0.0117717
M5,smoothing,sigma 4px,train/Category-4_a_0014,background,6.48445,0.0170167,18.2587,39.8057,0.972035,1.24423,0.27338,0.427058,0.00227395,0.660191,0.660511,0.0642705,0.816113,0.221871
M6,destriping,own profile,train/Category-4_a_0014,full,6.58519,0.220351,7.63453,35.9843,0.960914,1.41881,0.267928,1.64108e-05,0.0784854,0.532811,0.623169,0.00701421,0.746863,0.0704392
M6,destriping,own profile,train/Category-4_a_0014,object,1.81205,0.00758299,3.92953,34.3436,0.965957,1.24126,0.695997,0.684443,0.269862,0.478121,0.661164,0.504695,0.722039,0.595741
M6,destriping,own profile,train/Category-4_a_0014,table,22.2803,1.17516,53.0008,31.0285,0.862604,3.1879,0.011608,1e-06,1e-06,0.367615,0.345545,2.26423e-05,0.61511,0.0034227
M6,destriping,own profile,train/Category-4_a_0014,background,6.25708,0.177807,12.7074,37.968,0.970203,1.27693,0.286099,0.000137713,0.0144683,0.598933,0.653349,0.00829157,0.784568,0.0784713
M6,destriping,train template,train/Category-4_a_0014,full,5.53602,0.0321239,4.10128,45.7489,0.984251,0.942586,0.330481,0.20065,0.254847,0.858298,0.730376,0.256619,0.921275,0.469583
M6,destriping,train template,train/Category-4_a_0014,object,1.09116,0.000929521,1.83254,50.641,0.996599,0.345059,0.80394,0.954587,0.542891,1,0.891348,0.74688,0.998299,0.848934
M6,destriping,train template,train/Category-4_a_0014,table,19.038,0.217162,18.5101,39.2684,0.93748,2.24038,0.0222015,1.92484e-05,0.00209115,0.642279,0.473884,0.000963208,0.789879,0.025548
M6,destriping,train template,train/Category-4_a_0014,background,5.35233,0.0209573,7.23204,46.6132,0.985775,0.974486,0.342849,0.350686,0.0897544,0.887106,0.722651,0.220983,0.93644,0.437559
M7,gain error,global +1%,train/Category-4_a_0014,full,0.0224914,1.73193e-08,1.8724,55.4061,0.999982,0.130841,0.995512,0.999999,0.535725,1,0.957324,0.810954,0.999991,0.894655
M7,gain error,global +1%,train/Category-4_a_0014,object,0.00631742,1.36309e-08,1.21094,51.375,0.99997,0.20856,0.998737,0.999999,0.667881,1,0.932841,0.873742,0.999985,0.92504
M7,gain error,global +1%,train/Category-4_a_0014,table,0.0834103,1.74088e-08,1.7466,62.2723,0.999975,0.0647035,0.983456,0.999999,0.558668,1,0.978663,0.819036,0.999987,0.902079
M7,gain error,global +1%,train/Category-4_a_0014,background,0.0205333,1.83829e-08,1.39203,57.333,0.999986,0.11546,0.995902,0.999999,0.628758,1,0.962245,0.855526,0.999993,0.91962
M7,gain error,global -1%,train/Category-4_a_0014,full,0.0227874,1.73335e-08,1.8724,55.3436,0.999982,0.131074,0.995453,0.999999,0.535725,1,0.957249,0.810938,0.999991,0.894636
M7,gain error,global -1%,train/Category-4_a_0014,object,0.00638539,1.36281e-08,1.21094,51.304,0.999971,0.207727,0.998724,0.999999,0.667881,1,0.933101,0.873738,0.999986,0.925077
M7,gain error,global -1%,train/Category-4_a_0014,table,0.0842413,1.73893e-08,1.7466,62.222,0.999974,0.0651471,0.983293,0.999999,0.558668,1,0.978518,0.81899,0.999987,0.902034
M7,gain error,global -1%,train/Category-4_a_0014,background,0.0208372,1.84058e-08,1.39203,57.2799,0.999986,0.11598,0.995841,0.999999,0.628758,1,0.962078,0.855509,0.999993,0.919587
M7,gain error,global +3%,train/Category-4_a_0014,full,0.0222209,1.7314e-08,5.6172,45.972,0.999843,0.387307,0.995566,0.999999,0.153754,0.865734,0.878884,0.534932,0.932788,0.700105
M7,gain error,global +3%,train/Category-4_a_0014,object,0.00634767,1.35998e-08,3.63281,41.9872,0.999743,0.60709,0.998731,0.999999,0.297918,0.732906,0.816798,0.667598,0.866325,0.753812
M7,gain error,global +3%,train/Category-4_a_0014,table,0.0825834,1.73925e-08,5.2398,52.7794,0.99978,0.192796,0.983619,0.999999,0.174366,1,0.937756,0.5556,0.99989,0.738207
M7,gain error,global +3%,train/Category-4_a_0014,background,0.0202361,1.83862e-08,4.17608,47.8485,0.999879,0.344628,0.995961,0.999999,0.248571,0.928284,0.891477,0.62791,0.964081,0.768962
M7,gain error,global -3%,train/Category-4_a_0014,full,0.0229934,1.73436e-08,5.6172,45.7308,0.999858,0.390331,0.995412,0.999999,0.153754,0.857692,0.877998,0.534905,0.928775,0.698925
M7,gain error,global -3%,train/Category-4_a_0014,object,0.00624986,1.36574e-08,3.63281,41.6748,0.999841,0.602813,0.998751,0.999999,0.297918,0.722493,0.817963,0.667602,0.861167,0.752401
M7,gain error,global -3%,train/Category-4_a_0014,table,0.0851236,1.74264e-08,5.2398,52.6285,0.999763,0.196788,0.983119,0.999999,0.174366,1,0.936509,0.555506,0.999882,0.737995
M7,gain error,global -3%,train/Category-4_a_0014,background,0.0210684,1.84072e-08,4.17608,47.6853,0.999873,0.349671,0.995795,0.999999,0.248571,0.922843,0.889979,0.627875,0.961358,0.767986
M7,gain error,global +10%,train/Category-4_a_0014,full,0.0210217,1.73443e-08,18.724,35.7491,0.998465,1.26162,0.995804,0.999999,0.00194724,0.52497,0.656691,0.124699,0.761717,0.301414
M7,gain error,global +10%,train/Category-4_a_0014,object,0.00603952,1.36448e-08,12.1094,31.7998,0.997753,1.95301,0.998793,0.999999,0.0176598,0.393327,0.521522,0.260308,0.69554,0.407518
M7,gain error,global +10%,train/Category-4_a_0014,table,0.0798835,1.74063e-08,17.466,42.4896,0.997741,0.627827,0.98415,0.999999,0.00296164,0.749655,0.811172,0.142845,0.873698,0.349362
M7,gain error,global +10%,train/Category-4_a_0014,background,0.0189418,1.84141e-08,13.9203,37.5884,0.998752,1.12976,0.996219,0.999999,0.00965674,0.58628,0.686199,0.212681,0.792516,0.401776
M7,gain error,global -10%,train/Category-4_a_0014,full,0.0237459,1.74126e-08,18.724,35.0659,0.99834,1.32635,0.995262,0.999999,0.00194724,0.502195,0.642675,0.124677,0.750268,0.298825
M7,gain error,global -10%,train/Category-4_a_0014,object,0.0063102,1.36782e-08,12.1094,30.9919,0.998329,2.05016,0.998739,0.999999,0.0176598,0.366395,0.504904,0.260303,0.682362,0.402834
M7,gain error,global -10%,train/Category-4_a_0014,table,0.0884308,1.74702e-08,17.466,41.9859,0.997137,0.67211,0.982469,0.999999,0.00296164,0.732863,0.799286,0.142763,0.865,0.347272
M7,gain error,global -10%,train/Category-4_a_0014,background,0.0217429,1.84931e-08,13.9203,37.0407,0.998475,1.18729,0.995661,0.999999,0.00965674,0.568022,0.673167,0.212641,0.783249,0.398939
M7,gain error,per band 1%,train/Category-4_a_0014,full,0.543112,9.58259e-05,1.8724,56.944,0.999982,0.516626,0.897069,0.99522,0.535725,1,0.841803,0.78204,0.999991,0.861777
M7,gain error,per band 1%,train/Category-4_a_0014,object,0.565217,9.79777e-05,1.21094,52.7463,0.999956,0.662152,0.893112,0.995113,0.667881,1,0.801943,0.840412,0.999978,0.886879
M7,gain error,per band 1%,train/Category-4_a_0014,table,0.496549,9.32403e-05,1.7466,64.2302,0.999981,0.260627,0.905462,0.995349,0.558668,1,0.916791,0.795548,0.999991,0.880384
M7,gain error,per band 1%,train/Category-4_a_0014,background,0.541774,9.54826e-05,1.39203,59.0557,0.99999,0.502284,0.897309,0.995237,0.628758,1,0.845837,0.824994,0.999995,0.885763
M7,gain error,per band 3%,train/Category-4_a_0014,full,1.61656,0.000859379,5.6172,47.4292,0.99985,1.53089,0.723748,0.957941,0.153754,0.914307,0.600317,0.474152,0.957079,0.628127
M7,gain error,per band 3%,train/Category-4_a_0014,object,1.69071,0.000879772,3.63281,43.2364,0.999655,1.93202,0.713094,0.956965,0.297918,0.774545,0.525183,0.588003,0.8871,0.667616
M7,gain error,per band 3%,train/Category-4_a_0014,table,1.45255,0.000835389,5.2398,54.7081,0.999835,0.785946,0.747883,0.959091,0.174366,1,0.769525,0.500094,0.999917,0.679902
M7,gain error,per band 3%,train/Category-4_a_0014,background,1.61293,0.000856069,4.17608,49.5351,0.999909,1.49566,0.724274,0.9581,0.248571,0.984504,0.607409,0.556657,0.992206,0.690441
M7,gain error,per band 10%,train/Category-4_a_0014,full,5.27348,0.00945205,18.724,37.0409,0.998559,4.84072,0.348298,0.623378,0.00194724,0.568031,0.199174,0.075054,0.783295,0.197445
M7,gain error,per band 10%,train/Category-4_a_0014,object,5.56852,0.00971797,12.1094,32.848,0.997114,5.88471,0.328341,0.615144,0.0176598,0.428268,0.140637,0.15279,0.712691,0.258689
M7,gain error,per band 10%,train/Category-4_a_0014,table,4.68613,0.00915813,17.466,44.3117,0.998256,2.64585,0.391713,0.632607,0.00296164,0.81039,0.413975,0.090201,0.904323,0.254018
M7,gain error,per band 10%,train/Category-4_a_0014,background,5.25189,0.00940683,13.9203,39.1471,0.999012,4.77704,0.349806,0.624789,0.00965674,0.638238,0.203447,0.128272,0.818625,0.262974
M8,zero-clamping,zero <0.001,train/Category-4_a_0014,full,0.0455453,0.00449745,0.0201016,75.3086,0.999975,0.00227886,0.990932,0.798618,0.993322,1,0.999241,0.922907,0.999988,0.960567
M8,zero-clamping,zero <0.001,train/Category-4_a_0014,object,0.00608628,9.07247e-09,5.33482e-05,120,1,6.79483e-09,0.998783,1,0.999982,1,1,0.999588,1,0.999794
M8,zero-clamping,zero <0.001,train/Category-4_a_0014,table,0.229784,0.0270604,0.411054,67.6052,0.99985,0.013834,0.955083,0.258459,0.871954,1,0.995399,0.599297,0.999925,0.773587
M8,zero-clamping,zero <0.001,train/Category-4_a_0014,background,0.0368713,0.00333771,0.0421404,76.5253,0.999982,0.00167781,0.992653,0.846297,0.986051,1,0.999441,0.939161,0.999991,0.969019
M8,zero-clamping,zero <0.003,train/Category-4_a_0014,full,0.317482,0.104973,0.179306,54.0404,0.997159,0.0373231,0.938477,0.0052547,0.941982,1,0.987636,0.166855,0.99858,0.407514
M8,zero-clamping,zero <0.003,train/Category-4_a_0014,object,0.00608826,1.10737e-07,0.000285842,120,1,4.78735e-08,0.998783,0.999994,0.999905,1,1,0.999561,1,0.99978
M8,zero-clamping,zero <0.003,train/Category-4_a_0014,table,2.27953,0.707817,4.15502,45.9949,0.983012,0.256632,0.633874,1e-06,0.250322,0.866496,0.918013,0.00541378,0.924754,0.0706784
M8,zero-clamping,zero <0.003,train/Category-4_a_0014,background,0.193439,0.0695652,0.347312,55.5719,0.99788,0.0241904,0.962051,0.030861,0.890679,1,0.991969,0.297927,0.99894,0.544965
M8,zero-clamping,zero <0.01,train/Category-4_a_0014,full,2.48431,1.04759,1.22387,37.4973,0.961036,0.342262,0.608437,1e-06,0.665007,0.583245,0.89218,0.00739629,0.77214,0.0772269
M8,zero-clamping,zero <0.01,train/Category-4_a_0014,object,0.00625686,9.3449e-06,0.00540952,97.9744,1,7.12387e-06,0.998749,0.999533,0.998198,1,0.999998,0.998827,1,0.999413
M8,zero-clamping,zero <0.01,train/Category-4_a_0014,table,23.8258,9.81664,34.5007,27.5278,0.637841,3.30965,0.00852153,1e-06,1.01279e-05,0.250925,0.331802,4.41922e-05,0.444383,0.0042415
M8,zero-clamping,zero <0.01,train/Category-4_a_0014,background,0.870536,0.393045,1.5975,42.5283,0.985057,0.117207,0.840207,1e-06,0.587136,0.750944,0.961684,0.00790148,0.868001,0.084099
M8,zero-clamping,zero <0.02,train/Category-4_a_0014,full,4.50901,1.83552,2.27585,32.3582,0.927899,0.621569,0.405838,1e-06,0.468313,0.41194,0.812866,0.00574949,0.66992,0.0638889
M8,zero-clamping,zero <0.02,train/Category-4_a_0014,object,0.0702731,0.00999069,0.242737,42.6614,0.994805,0.0846663,0.986044,0.606813,0.922274,0.75538,0.972172,0.820233,0.875092,0.860694
M8,zero-clamping,zero <0.02,train/Category-4_a_0014,table,43.2719,17.8254,60.5942,22.2705,0.308053,5.79981,0.000174363,1e-06,1e-06,0.0756818,0.144675,5.58665e-06,0.191867,0.000992396
M8,zero-clamping,zero <0.02,train/Category-4_a_0014,background,1.55979,0.617361,2.84651,38.261,0.976244,0.211274,0.732013,1e-06,0.387192,0.608701,0.931998,0.00656873,0.792473,0.0739261
M8,zero-clamping,floor 0.005,train/Category-4_a_0014,full,0.448784,0.00483571,0.288741,48.9787,0.996483,0.0704972,0.914154,0.785224,0.90824,0.965958,0.976775,0.867104,0.98122,0.921771
M8,zero-clamping,floor 0.005,train/Category-4_a_0014,object,0.00609152,1.23685e-08,0.000554707,120,1,1.60034e-07,0.998782,0.999999,0.999815,1,1,0.999532,1,0.999766
M8,zero-clamping,floor 0.005,train/Category-4_a_0014,table,3.24802,0.0309805,6.46206,41.0775,0.976607,0.484216,0.522252,0.212455,0.116017,0.702585,0.850947,0.234363,0.839596,0.444483
M8,zero-clamping,floor 0.005,train/Category-4_a_0014,background,0.271355,0.00338253,0.572381,50.3715,0.997635,0.0457487,0.947175,0.844402,0.826303,1,0.984866,0.871043,0.998817,0.930779
M8,zero-clamping,floor 0.02,train/Category-4_a_0014,full,2.5133,0.0259204,3.02816,33.3407,0.974442,0.727516,0.60492,0.273619,0.364443,0.444691,0.78466,0.392185,0.709567,0.535544
M8,zero-clamping,floor 0.02,train/Category-4_a_0014,object,0.0164282,1.63612e-05,0.0455111,58.9858,0.999844,0.0140236,0.99672,0.999182,0.984944,1,0.995336,0.993596,0.999922,0.996067
M8,zero-clamping,floor 0.02,train/Category-4_a_0014,table,21.9923,0.19981,79.4735,24.1321,0.782953,6.45002,0.0122964,4.58331e-05,1e-06,0.137738,0.116483,8.2601e-05,0.460345,0.00501778
M8,zero-clamping,floor 0.02,train/Category-4_a_0014,background,1.10877,0.0144339,4.79524,36.4582,0.988,0.309065,0.801113,0.485928,0.202217,0.548606,0.902107,0.428576,0.768303,0.587813
M9,constant,zeros,train/Category-4_a_0014,full,90,23.5911,187.24,8.81149,0.00289398,25.5728,1e-06,1e-06,1e-06,0,0.00019859,1e-06,0.00144699,2.82395e-05
M9,constant,zeros,train/Category-4_a_0014,object,90,23.6128,121.094,4.33184,0.000760386,52.3303,1e-06,1e-06,1e-06,0,1e-06,1e-06,0.000380193,7.99837e-06
M9,constant,zeros,train/Category-4_a_0014,table,90,23.7165,174.66,17.2903,0.0139979,9.52219,1e-06,1e-06,1e-06,0,0.0418332,1e-06,0.00699897,0.000109393
M9,constant,zeros,train/Category-4_a_0014,background,90,23.571,139.203,11.2639,0.00230002,19.542,1e-06,1e-06,1e-06,0,0.00148254,1e-06,0.00115001,3.52287e-05
M9,constant,train mean,train/Category-4_a_0014,full,19.1901,0.136578,158.542,14.4481,0.782558,15.6791,0.0215363,0.00108207,1e-06,0,0.00537302,0.000285633,0.391279,0.00555657
M9,constant,train mean,train/Category-4_a_0014,object,16.6537,0.167067,96.1793,10.5188,0.545497,26.5819,0.0357664,0.000235611,1e-06,0,0.000141865,0.000203496,0.272749,0.00239649
M9,constant,train mean,train/Category-4_a_0014,table,36.0403,0.382983,852.267,11.1931,0.389756,25.4275,0.000740586,1e-06,1e-06,0,0.000208447,9.04743e-06,0.194878,0.000475914
M9,constant,train mean,train/Category-4_a_0014,background,18.0846,0.100746,184.416,17.9186,0.894522,11.4396,0.026865,0.00649119,1e-06,0,0.0220771,0.00055869,0.447261,0.0100664
M9,constant,ones,train/Category-4_a_0014,full,19.1336,0.136695,726.68,3.02437,0.458762,56.0082,0.0217808,0.00107573,1e-06,0,1e-06,0.000286149,0.229381,0.00127201
